MariaDB [grafana]> \. ~/sql1.sql
+-------+--------+--------------+----------+------+-----------+-----------------------------+
| id    | org_id | dashboard_id | panel_id | type | region_id | substr(text,117,126)        |
| 17972 |      2 |         2753 |        3 |      |     17971 | CHG0333627</a>: Test 3      |
| 17973 |      2 |         2753 |        1 |      |     17973 | CHG0333619</a>: Test 2      |
| 17974 |      2 |         2753 |        1 |      |     17973 | CHG0333619</a>: Test 2      |
| 17975 |      2 |         2753 |        1 |      |     17975 | CHG0333618</a>: Test change |
| 17976 |      2 |         2753 |        1 |      |     17975 | CHG0333618</a>: Test change |
| 17977 |      2 |         2753 |        1 |      |     17977 | CHG0333628</a>: Test 4      |
| 17978 |      2 |         2753 |        1 |      |     17977 | CHG0333628</a>: Test 4      |
| 17979 |      2 |         2753 |        1 |      |     17979 | CHG0333627</a>: Test 3      |
| 17980 |      2 |         2753 |        1 |      |     17979 | CHG0333627</a>: Test 3      |
| 17981 |      2 |         2753 |        2 |      |     17981 | CHG0333619</a>: Test 2      |
| 17982 |      2 |         2753 |        2 |      |     17981 | CHG0333619</a>: Test 2      |
| 17983 |      2 |         2753 |        2 |      |     17983 | CHG0333618</a>: Test change |
| 17984 |      2 |         2753 |        2 |      |     17983 | CHG0333618</a>: Test change |
| 17985 |      2 |         2753 |        2 |      |     17985 | CHG0333628</a>: Test 4      |
| 17986 |      2 |         2753 |        2 |      |     17985 | CHG0333628</a>: Test 4      |
| 17987 |      2 |         2753 |        2 |      |     17987 | CHG0333627</a>: Test 3      |
| 17988 |      2 |         2753 |        2 |      |     17987 | CHG0333627</a>: Test 3      |
| 17989 |      2 |         2753 |        3 |      |     17989 | CHG0333619</a>: Test 2      |
| 17990 |      2 |         2753 |        3 |      |     17989 | CHG0333619</a>: Test 2      |
| 17991 |      2 |         2753 |        3 |      |     17991 | CHG0333618</a>: Test change |
| 17992 |      2 |         2753 |        3 |      |     17991 | CHG0333618</a>: Test change |
| 17993 |      2 |         2753 |        3 |      |     17993 | CHG0333628</a>: Test 4      |
| 17994 |      2 |         2753 |        3 |      |     17993 | CHG0333628</a>: Test 4      |
| 17995 |      2 |         2753 |        3 |      |     17995 | CHG0333627</a>: Test 3      |
| 17996 |      2 |         2753 |        3 |      |     17995 | CHG0333627</a>: Test 3      |
| 17997 |      2 |         2753 |        1 |      |     17997 | CHG0333619</a>: Test 2      |
| 17998 |      2 |         2753 |        1 |      |     17997 | CHG0333619</a>: Test 2      |
| 17999 |      2 |         2753 |        1 |      |     17999 | CHG0333618</a>: Test change |
| 18000 |      2 |         2753 |        1 |      |     17999 | CHG0333618</a>: Test change |
| 18001 |      2 |         2753 |        1 |      |     18001 | CHG0333628</a>: Test 4      |
| 18002 |      2 |         2753 |        1 |      |     18001 | CHG0333628</a>: Test 4      |
| 18003 |      2 |         2753 |        1 |      |     18003 | CHG0333627</a>: Test 3      |
| 18004 |      2 |         2753 |        1 |      |     18003 | CHG0333627</a>: Test 3      |
| 18005 |      2 |         2753 |        2 |      |     18005 | CHG0333619</a>: Test 2      |
| 18006 |      2 |         2753 |        2 |      |     18005 | CHG0333619</a>: Test 2      |
| 18007 |      2 |         2753 |        2 |      |     18007 | CHG0333618</a>: Test change |
| 18008 |      2 |         2753 |        2 |      |     18007 | CHG0333618</a>: Test change |
